// formát: Deň, čiarkou oddelený čas, čiarkou oddelený čas, ...
Pondelok
Utorok, 18:30
Streda, 18:30
Štvrtok, 7:30
Piatok, 7:30
Sobota, 10:00
Nedeľa, 7:00, 9:00
